Student ID,School Level,School Year,Course Code,Course Title,Section,Term,Block,Enrolled
S241,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S300,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-003,2nd Semester,C13L45,1
S355,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S363,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S364,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S369,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S381,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-003,2nd Semester,C13L45,1
S388,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S389,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S390,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S391,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-003,2nd Semester,C13L45,1
S393,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S403,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-003,2nd Semester,C13L45,1
S406,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S417,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-003,2nd Semester,C13L45,1
S420,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S426,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-003,2nd Semester,C13L45,1
S427,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S446,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S457,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S458,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S461,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-003,2nd Semester,C13L45,1
S467,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S467,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S468,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S470,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S476,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S477,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S479,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S495,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S496,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S500,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S505,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-003,2nd Semester,C13L45,1
S507,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-003,2nd Semester,C13L45,1
S507,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S510,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S518,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S524,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S525,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-003,2nd Semester,C13L45,1
S526,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S531,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-003,2nd Semester,C13L45,1
S533,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S540,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S547,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S555,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S559,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S560,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-003,2nd Semester,C13L45,1
S572,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-003,2nd Semester,C13L45,1
S577,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S578,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S584,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S595,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-003,2nd Semester,C13L45,1
S598,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S615,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S628,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S635,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S637,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S639,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S649,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S654,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S655,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S661,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S664,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-001,1st Semester,A12L45,1
S665,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-004,2nd Semester,B134L5,1
S668,NCSSM Durham,2023 - 2024,CH4130,CH4130 Organic Chemistry,CH4130-002,1st Semester,C13L45,1
S356,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S366,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S370,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S374,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S388,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S399,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S409,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S414,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S425,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S433,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S436,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S439,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S440,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S448,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S507,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S624,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S628,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S668,NCSSM Durham,2023 - 2024,CH4170/PH4170,"CH4170/PH4170 Electrochemistry: Batteries, Fuel Cells and Solar Cells",CH4170/PH4170-001,2nd Semester,D1235L,1
S171,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S295,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S366,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S388,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S429,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S438,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S489,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S490,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S497,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S548,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S556,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S569,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S605,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S607,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S627,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S631,NCSSM Durham,2023 - 2024,CH4270,CH4270 Analytical Chemistry,CH4270-001,1st Semester,D1235L,1
S357,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S362,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S366,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S374,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S429,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S437,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S471,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S490,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S563,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S569,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S619,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S624,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S628,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S633,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S639,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S646,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S656,NCSSM Durham,2023 - 2024,CH4280,CH4280 Materials Chemistry (*R*),CH4280-001,2nd Semester,A12L45,1
S038,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
S061,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
S092,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
S145,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
S306,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
S444,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
S446,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
S471,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
S569,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
S595,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
S607,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
S619,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
S667,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
S669,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
#N/A,NCSSM Durham,2023 - 2024,CH4290,CH4290 Biochemistry (*R*),CH4290-001,1st Semester,C13L45,1
S037,NCSSM Durham,2023 - 2024,CH4910,CH4910 Research Computational Sci I,CH4910-001,2nd Semester,G12L34,1
S061,NCSSM Durham,2023 - 2024,CH4910,CH4910 Research Computational Sci I,CH4910-001,2nd Semester,G12L34,1
S105,NCSSM Durham,2023 - 2024,CH4910,CH4910 Research Computational Sci I,CH4910-001,2nd Semester,G12L34,1
S111,NCSSM Durham,2023 - 2024,CH4910,CH4910 Research Computational Sci I,CH4910-001,2nd Semester,G12L34,1
S113,NCSSM Durham,2023 - 2024,CH4910,CH4910 Research Computational Sci I,CH4910-001,2nd Semester,G12L34,1
S114,NCSSM Durham,2023 - 2024,CH4910,CH4910 Research Computational Sci I,CH4910-001,2nd Semester,G12L34,1
S161,NCSSM Durham,2023 - 2024,CH4910,CH4910 Research Computational Sci I,CH4910-001,2nd Semester,G12L34,1
S172,NCSSM Durham,2023 - 2024,CH4910,CH4910 Research Computational Sci I,CH4910-001,2nd Semester,G12L34,1
S314,NCSSM Durham,2023 - 2024,CH4910,CH4910 Research Computational Sci I,CH4910-001,2nd Semester,G12L34,1
S367,NCSSM Durham,2023 - 2024,CH4911,CH4911 Research Computational Sci II,CH4911-001,1st Semester,G12L34,1
S413,NCSSM Durham,2023 - 2024,CH4911,CH4911 Research Computational Sci II,CH4911-001,1st Semester,G12L34,1
S444,NCSSM Durham,2023 - 2024,CH4911,CH4911 Research Computational Sci II,CH4911-001,1st Semester,G12L34,1
S525,NCSSM Durham,2023 - 2024,CH4911,CH4911 Research Computational Sci II,CH4911-001,1st Semester,G12L34,1
S568,NCSSM Durham,2023 - 2024,CH4911,CH4911 Research Computational Sci II,CH4911-001,1st Semester,G12L34,1
S585,NCSSM Durham,2023 - 2024,CH4911,CH4911 Research Computational Sci II,CH4911-001,1st Semester,G12L34,1
S638,NCSSM Durham,2023 - 2024,CH4911,CH4911 Research Computational Sci II,CH4911-001,1st Semester,G12L34,1
S641,NCSSM Durham,2023 - 2024,CH4911,CH4911 Research Computational Sci II,CH4911-001,1st Semester,G12L34,1
S667,NCSSM Durham,2023 - 2024,CH4911,CH4911 Research Computational Sci II,CH4911-001,1st Semester,G12L34,1
S021,NCSSM Durham,2023 - 2024,CH4921,CH4921 Research Chem II (*R*),CH4921-002,2nd Semester,F1234LG12L34,1
S038,NCSSM Durham,2023 - 2024,CH4921,CH4921 Research Chem II (*R*),CH4921-002,2nd Semester,F1234LG12L34,1
S058,NCSSM Durham,2023 - 2024,CH4921,CH4921 Research Chem II (*R*),CH4921-002,2nd Semester,F1234LG12L34,1
S069,NCSSM Durham,2023 - 2024,CH4921,CH4921 Research Chem II (*R*),CH4921-001,2nd Semester,F1234LG12L34,1
S074,NCSSM Durham,2023 - 2024,CH4921,CH4921 Research Chem II (*R*),CH4921-001,2nd Semester,F1234LG12L34,1
S094,NCSSM Durham,2023 - 2024,CH4921,CH4921 Research Chem II (*R*),CH4921-001,2nd Semester,F1234LG12L34,1
S128,NCSSM Durham,2023 - 2024,CH4921,CH4921 Research Chem II (*R*),CH4921-001,2nd Semester,F1234LG12L34,1
S131,NCSSM Durham,2023 - 2024,CH4921,CH4921 Research Chem II (*R*),CH4921-002,2nd Semester,F1234LG12L34,1
S145,NCSSM Durham,2023 - 2024,CH4921,CH4921 Research Chem II (*R*),CH4921-001,2nd Semester,F1234LG12L34,1
S196,NCSSM Durham,2023 - 2024,CH4921,CH4921 Research Chem II (*R*),CH4921-001,2nd Semester,F1234LG12L34,1
S281,NCSSM Durham,2023 - 2024,CH4921,CH4921 Research Chem II (*R*),CH4921-002,2nd Semester,F1234LG12L34,1
S295,NCSSM Durham,2023 - 2024,CH4921,CH4921 Research Chem II (*R*),CH4921-002,2nd Semester,F1234LG12L34,1
S325,NCSSM Durham,2023 - 2024,CH4921,CH4921 Research Chem II (*R*),CH4921-002,2nd Semester,F1234LG12L34,1
S338,NCSSM Durham,2023 - 2024,CH4921,CH4921 Research Chem II (*R*),CH4921-002,2nd Semester,F1234LG12L34,1
S356,NCSSM Durham,2023 - 2024,CH4922,CH4922 Research Chem III (*R*),CH4922-001,1st Semester,F1234LG12L34,1
S359,NCSSM Durham,2023 - 2024,CH4922,CH4922 Research Chem III (*R*),CH4922-002,1st Semester,F1234LG12L34,1
S364,NCSSM Durham,2023 - 2024,CH4922,CH4922 Research Chem III (*R*),CH4922-002,1st Semester,F1234LG12L34,1
S365,NCSSM Durham,2023 - 2024,CH4922,CH4922 Research Chem III (*R*),CH4922-001,1st Semester,F1234LG12L34,1
S366,NCSSM Durham,2023 - 2024,CH4922,CH4922 Research Chem III (*R*),CH4922-002,1st Semester,F1234LG12L34,1
S437,NCSSM Durham,2023 - 2024,CH4922,CH4922 Research Chem III (*R*),CH4922-002,1st Semester,F1234LG12L34,1
S471,NCSSM Durham,2023 - 2024,CH4922,CH4922 Research Chem III (*R*),CH4922-001,1st Semester,F1234LG12L34,1
S490,NCSSM Durham,2023 - 2024,CH4922,CH4922 Research Chem III (*R*),CH4922-002,1st Semester,F1234LG12L34,1
S515,NCSSM Durham,2023 - 2024,CH4922,CH4922 Research Chem III (*R*),CH4922-001,1st Semester,F1234LG12L34,1
S524,NCSSM Durham,2023 - 2024,CH4922,CH4922 Research Chem III (*R*),CH4922-001,1st Semester,F1234LG12L34,1
S527,NCSSM Durham,2023 - 2024,CH4922,CH4922 Research Chem III (*R*),CH4922-002,1st Semester,F1234LG12L34,1
S540,NCSSM Durham,2023 - 2024,CH4922,CH4922 Research Chem III (*R*),CH4922-002,1st Semester,F1234LG12L34,1
S633,NCSSM Durham,2023 - 2024,CH4922,CH4922 Research Chem III (*R*),CH4922-002,1st Semester,F1234LG12L34,1
#N/A,NCSSM Durham,2023 - 2024,CH4922,CH4922 Research Chem III (*R*),CH4922-001,1st Semester,F1234LG12L34,1
S001,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S032,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S057,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S060,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S064,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S075,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S082,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S086,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S093,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S161,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S202,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S205,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S224,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S258,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S282,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S291,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S493,NCSSM Durham,2023 - 2024,CN3051,CN3051 Journeys into Chinese I,CN3051-002,1st Semester,D1235,1
S001,NCSSM Durham,2023 - 2024,CN3052,CN3052 Journeys into Chinese II,CN3052-001,2nd Semester,C1345,1
S032,NCSSM Durham,2023 - 2024,CN3052,CN3052 Journeys into Chinese II,CN3052-001,2nd Semester,C1345,1
S060,NCSSM Durham,2023 - 2024,CN3052,CN3052 Journeys into Chinese II,CN3052-001,2nd Semester,C1345,1
S075,NCSSM Durham,2023 - 2024,CN3052,CN3052 Journeys into Chinese II,CN3052-001,2nd Semester,C1345,1
S082,NCSSM Durham,2023 - 2024,CN3052,CN3052 Journeys into Chinese II,CN3052-001,2nd Semester,C1345,1
S086,NCSSM Durham,2023 - 2024,CN3052,CN3052 Journeys into Chinese II,CN3052-001,2nd Semester,C1345,1
S202,NCSSM Durham,2023 - 2024,CN3052,CN3052 Journeys into Chinese II,CN3052-001,2nd Semester,C1345,1
S258,NCSSM Durham,2023 - 2024,CN3052,CN3052 Journeys into Chinese II,CN3052-001,2nd Semester,C1345,1
S282,NCSSM Durham,2023 - 2024,CN3052,CN3052 Journeys into Chinese II,CN3052-001,2nd Semester,C1345,1
S093,NCSSM Durham,2023 - 2024,CN3651,CN3651 Navigating in Chinese + Global Understanding I,CN3651-001,1st Semester,C13L45,1
S205,NCSSM Durham,2023 - 2024,CN3651,CN3651 Navigating in Chinese + Global Understanding I,CN3651-001,1st Semester,C13L45,1
S212,NCSSM Durham,2023 - 2024,CN3651,CN3651 Navigating in Chinese + Global Understanding I,CN3651-001,1st Semester,C13L45,1
S287,NCSSM Durham,2023 - 2024,CN3651,CN3651 Navigating in Chinese + Global Understanding I,CN3651-001,1st Semester,C13L45,1
S341,NCSSM Durham,2023 - 2024,CN3651,CN3651 Navigating in Chinese + Global Understanding I,CN3651-001,1st Semester,C13L45,1
S382,NCSSM Durham,2023 - 2024,CN3651,CN3651 Navigating in Chinese + Global Understanding I,CN3651-001,1st Semester,C13L45,1
S386,NCSSM Durham,2023 - 2024,CN3651,CN3651 Navigating in Chinese + Global Understanding I,CN3651-001,1st Semester,C13L45,1
S387,NCSSM Durham,2023 - 2024,CN3651,CN3651 Navigating in Chinese + Global Understanding I,CN3651-001,1st Semester,C13L45,1
S408,NCSSM Durham,2023 - 2024,CN3651,CN3651 Navigating in Chinese + Global Understanding I,CN3651-001,1st Semester,C13L45,1
S445,NCSSM Durham,2023 - 2024,CN3651,CN3651 Navigating in Chinese + Global Understanding I,CN3651-001,1st Semester,C13L45,1
S465,NCSSM Durham,2023 - 2024,CN3651,CN3651 Navigating in Chinese + Global Understanding I,CN3651-001,1st Semester,C13L45,1
S467,NCSSM Durham,2023 - 2024,CN3651,CN3651 Navigating in Chinese + Global Understanding I,CN3651-001,1st Semester,C13L45,1
S476,NCSSM Durham,2023 - 2024,CN3651,CN3651 Navigating in Chinese + Global Understanding I,CN3651-001,1st Semester,C13L45,1
